Sentence,Label
The physical condition of feathers are maintained by preening often with the application of secretions from the preen gland.,0
Whiskers,1
"String is often used as a toy, but if it is eaten, it can become caught at the base of the cat's tongue and then move into the intestines, a medical emergency which can cause serious illness, even death.",1
"The Coenocorypha snipes of New Zealand drive air through their feathers, woodpeckers drum for long-distance communication, and palm cockatoos use tools to drum.",0
"While rare, mostly abortive, parthenogenesis is not unknown in birds and eggs can be diploid, automictic and results in male offspring.Birds are solely gonochoric.",0
Meaning they have two sexes: either female or male.,0
"About 60 extant bird species are flightless, as were many extinct birds.",0
"Some species may also be nomadic, holding no fixed territory and moving according to weather and food availability.",0
"One extinct hamster of Cricetus, for example, lived in North Africa during the Middle Miocene, but the only extant member of that genus is the European or common hamster of Eurasia.",0
Genus Phodopus—dwarf hamsters,0
Gauthier defined Aves to include only the crown group of the set of modern birds.,0
Glossary of bird terms,0
"Dogs suffer from the same common disorders as humans; these include cancer, diabetes, heart disease and neurologic disorders.",0
"Geese and dabbling ducks are primarily grazers.Some species, including frigatebirds, gulls, and skuas, engage in kleptoparasitism, stealing food items from other birds.",0
"Among most groups of animals, male parental care is rare.",0
"The most common explanation is that the ancient Vietnamese word for ""rabbit"" (mao) sounds like the Chinese word for ""cat"" (卯, mao).",0
"In Persian mythology, two four-eyed dogs guard the Chinvat Bridge.",0
"It registers directly by placing each hind paw close to the track of the corresponding fore paw, minimizing noise and visible tracks.",1
Several species have reconciled to habits of farmers who practice traditional farming.,0
"Unlike Archaeopteryx and the non-avialan feathered dinosaurs, who primarily ate meat, studies suggest that the first avialans were omnivores.The Late Jurassic Archaeopteryx is well known as one of the first transitional fossils to be found, and it provided support for the theory of evolution in the late 19th century.",0
The coat of the winter white dwarf hamster (Phodopus sungorus) turns almost white during winter (when the hours of daylight decrease).,0
Not all rabbits thump.Both sexes of rabbits often rub their chins on objects or people with their scent gland located under the chin.,0
"Some displays, however, are quite elaborate.",0
"Genetic studies suggest a domestication process commencing over 25,000 years ago, in one or several wolf populations in either Europe, the high Arctic, or eastern Asia.",0
Senses,1
"In monogamous species incubation duties are often shared, whereas in polygamous species one parent is wholly responsible for incubation.",0
"Attached to the spine are 13 ribs, the shoulder, and the pelvis.",1
"Nesting seabirds may affect the ecology of islands and surrounding seas, principally through the concentration of large quantities of guano, which may enrich the local soil and the surrounding seas.A wide variety of avian ecology field methods, including counts, nest monitoring, and capturing and marking, are used for researching avian ecology.",0
Sperm from multiple males may compete through this mechanism.,0
As food and clothing,0
"Other times, they may be commensal, as when species such as the house sparrow have benefited from human activities.",0
The epiglottis functions to prevent the rabbit from aspirating on its food.,0
"Adult cats live their lives in a kind of extended kittenhood, a form of behavioral neoteny.",1
Cats can voluntarily extend their claws on one or more paws.,1
Respiratory and circulatory systems,0
"Hares and some rabbits live a relatively solitary life in a simple nest above the ground, while other rabbits live in social groups in burrows, which are grouped together to form warrens.",0
Birds communicate primarily using visual and auditory signals.,0
About 24 cats are needed to make a cat-fur coat.,1
"Before sexual maturity occurs, it is more difficult to determine a young hamster's sex.",0
"Birds with eyes on the sides of their heads have a wide visual field, while birds with eyes on the front of their heads, such as owls, have binocular vision and can estimate the depth of field.",0
Terminology and etymology,0
"Compared to wolves, dogs from agricultural societies have extra copies of amylase and other genes involved in starch digestion that contribute to an increased ability to thrive on a starch-rich diet.",0
"The bird retina has a fan shaped blood supply system called the pecten.Eyes of most birds are large, not very round and capable of only limited movement in the orbits, typically 10–20°.",0
"Some cats have been reported as surviving into their 30s, with the oldest known cat dying at a verified age of 38.Neutering increases life expectancy: one study found castrated male cats live twice as long as intact males, while spayed female cats live 62% longer than intact females.",1
